city_id,state_id,city_name,top_city,city_rating
563,0,"Jhansi, U.P.",0,0
564,0,baramati,0,0
565,0,ITARSI,0,0
566,0,Dholpur,0,0
567,0,"Srinagar Garhwal",0,0
568,0,NADIAD,0,0
569,0,Latur,0,0
570,0,"Mundra (Gujrat)",0,0
571,0,tohana,0,0
572,0,arambagh,0,0
573,0,"azamgarh, U.P.",0,0
574,0,Krishnagar,0,0
575,0,bijnaur,0,0
576,0,London,0,0
577,0,bikaner-rajasthan,0,0
578,0,"mau (u.p.)",0,0
579,0,Guna,0,0
580,0,Hoshangabad,0,0
581,0,Jhajjar,0,0
582,0,"BIAORA (M.P.)",0,0
583,0,visnagar,0,0
584,0,"Hazaribag Jharkhand",0,0
585,0,Kuwait,0,0
586,0,"burdwan    in WEST BENGAL",0,0
587,0,Nagothane,0,0
588,0,banswara,0,0
589,0,Bhiwani(Haryana),0,0
590,0,Purulia(W.B),0,0
591,0,hazaribag,0,0
592,0,"elct. engg",0,0
593,0,Bandel,0,0
594,0,bongaigaon,0,0
595,0,"Obra Sonebhdra",0,0
596,0,Alapuzha,0,0
597,0,sunam,0,0
598,0,Suri,0,0
599,0,"madhya pradesh",0,0
600,0,JALALABAD(WEST),0,0
601,0,"Dholpur  (RAJASTHAN)",0,0
602,0,sikar,0,0
603,0,"azamgarh u.p",0,0
604,17,Alappuzha,0,4
605,0,valanchery,0,0
606,0,aburoad,0,0
607,0,haldwani,0,0
608,0,rasulpur,0,0
609,0,Kalyan,0,0
610,0,N7Bmf,0,0
611,0,Sheoraphulli,0,0
612,0,"SURI,  BIRBHUM",0,0
613,0,Thiruvalla,0,0
614,0,katwa,0,0
615,0,Parbhani,0,0
616,0,USA,0,0
617,0,"ajmer rajasthan",0,0
618,0,Howrah,0,0
619,0,Khagaria,0,0
620,0,Dakor,0,0
621,0,hathras,0,0
622,0,Murshidabad,0,0
623,0,birbhum,0,0
624,0,"Sonepat Haryana",0,0
625,0,"Bihar Sharif",0,0
626,0,Ghatal,0,0
627,0,Obra,0,0
628,0,DELHI/NCR,0,0
629,0,"Sagar MP",0,0
630,0,nandyal,0,0
631,0,BULANDSHAHR,0,0
632,0,damanjodi,0,0
633,0,Raiganj,0,0
634,0,mahoba,0,0
635,0,"berhampur, orissa",0,0
636,0,"bulandshahr,uttar pradesh",0,0
637,0,lafia,0,0
638,0,saharanpur(up),0,0
639,0,"sao paulo",0,0
640,0,muktsar(152026),0,0
641,0,urun-islampur,0,0
642,0,Chhindwara,0,0
643,0,EQiS2,0,0
644,0,Kudal,0,0
645,0,"srikakulam , andhra pradesh",0,0
646,0,Msd,0,0
647,0,Bulandsharh,0,0
648,0,"singrauli (M.P)",0,0
649,0,vizianagram,0,0
650,0,pedana,0,0
651,0,"KORAPUT ,ORISSA",0,0
652,0,"jeypore, orissa",0,0
653,0,"suri,birbhum",0,0
654,0,Mahendergarh,0,0
655,0,sonepat(haryana),0,0
656,0,"JALESWAR,BALASORE",0,0
657,0,Banglore,0,0
658,0,"Madhubani Bihar",0,0
659,0,Dumka,0,0
660,0,"Shaktinagar, Sonebhadra(U.P)",0,0
661,0,"Sundargarh,orissa",0,0
662,0,Nagda(M.P.),0,0
663,0,"Jorhat, Assam",0,0
664,0,"paonta sahib ,hp",0,0
665,0,RYEPN,0,0
666,0,NewDelhi,0,0
667,0,chittoor,0,0
668,0,"navsari,guj.",0,0
669,0,Etah,0,0
670,0,"angul,orissa",0,0
671,0,bhubaneswara,0,0
672,0,SUNABEDA,0,0
673,0,Tenali,0,0
674,0,amethi,0,0
675,0,hazraibagh,0,0
676,0,Malaysia,0,0
